WWTR1	"mirin,0.97537"	"ABT-751,0.96694"	"VU-0418934-2,0.95545"	"CYT-997,0.9551"	"MLN-4924,0.95036"	"nocodazole,0.94986"	"BRD-K66884694,0.94704"	"isoliquiritigenin,0.94438"	"MD-049,0.94428"	"alvespimycin,0.92944"	"mebendazole,0.92863"	"enzastaurin,0.92481"	"PKCbeta-inhibitor,0.92471"	"fluoropyruvate,0.92342"	"ST-056792,0.9223"	"chlorambucil,0.92193"	"BRD-K44366801,0.92044"	"BRD-K52321331,0.91657"	"BRD-A27640568,0.91505"	"cyclopiazonic-acid,0.90981"
EGR1	"atorvastatin,0.94508"	"COL-3,0.93339"	"trichostatin-a,0.93154"	"MD-II-051,0.92499"	"MD-049,0.92449"	"trichostatin-a,0.91337"	"U0126,0.912"	"AS-605240,0.91077"	"neratinib,0.90907"	"tretinoin,0.90642"	"belinostat,0.90246"	"7b-cis,0.89763"	"THM-I-94,0.89288"	"dasatinib,0.89213"	"DL-PDMP,0.88848"	"dacinostat,0.88771"	"CVF-SUMO-11,0.88694"	"BRD-K87726525,0.88681"	"hydroxyl,0.88556"	"GP-42,0.88495"
ETV1	"FU-JMBII105B,0.92691"	"resveratrol,0.9118"	"BMS-641988,0.88998"	"THZ-2-98-01,0.88288"	"LFM-A13,0.88287"	"CMPD-1,0.87819"	"PT-630,0.87653"	"quipazine,0.87356"	"SA-792987,0.87212"	"BRD-K23149109,0.85954"	"phenoxybenzamine,0.83899"	"NF-449,0.83669"	"doxorubicin,0.83614"	"pindolol,0.83181"	"AS-605240,0.8265"	"NNC-05-2090,0.82492"	"docosatrienoic-acid,0.82278"	"KIN001-220,0.82183"	"sulforaphane,0.81937"	"fenbendazole,0.81912"
FOSL2	"dacinostat,0.95135"	"MD-049,0.94316"	"BRD-K00313977,0.9335"	"BRD-K30351863,0.92755"	"BMS-536924,0.92165"	"MD-II-051,0.92108"	"NCH-51,0.91967"	"trichostatin-a,0.91946"	"pirarubicin,0.91779"	"THM-I-94,0.91754"	"belinostat,0.91549"	"mocetinostat,0.90821"	"AZ-628,0.90628"	"BRD-K40329609,0.90476"	"XMD-892,0.90167"	"MD-II-008-P,0.8975"	"PP-110,0.89393"	"AZD-8055,0.88523"	"BRD-K32944375,0.88395"	"XMD-1150,0.88363"
FOXO3	"DL-PDMP,0.95306"	"TGX-115,0.92796"	"cytochalasin-b,0.86382"	"BMS-754807,0.85702"	"thiothixene,0.85548"	"phorbol-12-myristate-13-acetate,0.8529"	"thioridazine,0.84659"	"ENMD-2076,0.83855"	"BRD-A06276885,0.82871"	"GW-405833,0.8275"	"SID-26681509,0.8148"	"crizotinib,0.80585"	"wortmannin,0.79511"	"wortmannin,0.79012"	"RS-17053,0.78601"	"WYE-125132,0.78199"	"ingenol,0.7814"	"NVP-BEZ235,0.77571"	"CGS-15943,0.77509"	"ispinesib,0.76042"
GADD45B	"BRD-K19624190,0.99216"	"CD-437,0.9813"	"BRD-K71935468,0.97949"	"ingenol,0.96855"	"K784-3188,0.96787"	"BRD-K77547920,0.9664"	"rhodomyrtoxin-b,0.9625"	"phorbol-12-myristate-13-acetate,0.96197"	"BRD-A68065211,0.96153"	"prostratin,0.95912"	"amsacrine,0.95646"	"BRD-K53932786,0.9545"	"BRD-K62459624,0.95234"	"BRD-K80786583,0.95232"	"anisomycin,0.95144"	"oxetane,0.95066"	"BRD-K78385490,0.94824"	"penfluridol,0.94815"	"BRD-U86222656,0.94764"	"BRD-K92317137,0.9476"
GPR139	"prostratin,0.94321"	"phorbol-12-myristate-13-acetate,0.92774"	"oxetane,0.92399"	"MG-132,0.922"	"ingenol,0.92017"	"SSR-69071,0.91964"	"CGP-71683,0.91299"	"CD-437,0.91084"	"BRD-K71935468,0.91049"	"BRD-K92317137,0.91045"	"selamectin,0.90744"	"AKT-inhibitor-IV,0.89795"	"avicin-g,0.89351"	"KF-38789,0.88837"	"BRD-K62459624,0.88509"	"TW-37,0.87908"	"K784-3188,0.87744"	"CD-1530,0.87672"	"mebendazole,0.87459"	"BRD-K56411643,0.87359"
GRPR	"pindolol,0.95344"	"thiotepa,0.94909"	"alrestatin,0.93009"	"fluoropyruvate,0.92708"	"carbinoxamine,0.92621"	"KU-C104493,0.91394"	"BRD-K76951091,0.91235"	"MW-SHH-98,0.89899"	"loxapine,0.89157"	"SJ-172550,0.89026"	"BRD-K92980438,0.88751"	"sulforaphane,0.88314"	"CI-976,0.87276"	"BAS-09104376,0.87225"	"betamethasone,0.87113"	"BMS-641988,0.87076"	"nabumetone,0.86988"	"orteronel,0.86884"	"brefeldin-a,0.86884"	"STK-721917,0.86502"
HMGB3	"dacinostat,0.8971"	"trichostatin-a,0.8884"	"bortezomib,0.86975"	"trichostatin-a,0.86768"	"belinostat,0.85518"	"vorinostat,0.85142"	"scriptaid,0.85037"	"doxorubicin,0.84097"	"bisindolylmaleimide,0.84095"	"mocetinostat,0.83474"	"HC-toxin,0.83418"	"givinostat,0.83276"	"KM-00927,0.8314"	"BRD-K01614657,0.82875"	"THM-I-94,0.82221"	"K784-3188,0.81883"	"BRD-K55116708,0.81861"	"pyrvinium-pamoate,0.81246"	"SID-26681509,0.80567"	"alvocidib,0.80116"
HOXA6	"pitavastatin,0.97603"	"clopidogrel,0.9489"	"trichostatin-a,0.9316"	"etodolac,0.92503"	"BRD-K35716340,0.91609"	"BRD-K55896799,0.91316"	"NCH-51,0.91047"	"THM-I-94,0.90787"	"BRD-A43126523,0.89875"	"mosapride,0.8929"	"purvalanol-a,0.89038"	"dactinomycin,0.88734"	"BRD-K85275009,0.88422"	"camptothecin,0.88414"	"BRD-K26304855,0.88285"	"loperamide,0.88148"	"JAK3-inhibitor-VI,0.87923"	"alvocidib,0.87365"	"pidorubicine,0.87251"	"idarubicin,0.87208"
HOXC9	"camptothecin,0.95176"	"pyrvinium-pamoate,0.94919"	"BRD-K95196255,0.94364"	"amsacrine,0.93141"	"BRD-K78385490,0.92471"	"JAK3-inhibitor-VI,0.91837"	"SN-38,0.91074"	"BRD-K55116708,0.91066"	"thiostrepton,0.90865"	"importazole,0.90372"	"mocetinostat,0.90219"	"SU-11652,0.89356"	"mitomycin-c,0.88536"	"JNJ-7706621,0.88232"	"cucurbitacin-i,0.881"	"NCH-51,0.88083"	"topotecan,0.87648"	"THM-I-94,0.87381"	"scriptaid,0.86394"	"VU-0410183-2,0.86366"
IFNG	"tunicamycin,0.99205"	"quiflapon,0.99127"	"tosedostat,0.98975"	"RO-28-1675,0.98746"	"BRD-K37940862,0.98351"	"amsacrine,0.9824"	"CHEMBL-399379,0.98166"	"tyrphostin-A9,0.97912"	"rhodomyrtoxin-b,0.97783"	"BRD-K05153001,0.97453"	"FCCP,0.97292"	"malonoben,0.97231"	"BRD-K86574132,0.9715"	"pyrvinium-pamoate,0.97093"	"IKK-2-inhibitor-V,0.97082"	"kinetin-riboside,0.97037"	"BRD-A09719808,0.96882"	"importazole,0.96813"	"prostratin,0.96667"	"rottlerin,0.96523"
LHX9	"BRD-A41114263,0.89865"	"rilmenidine,0.88282"	"ZM-323881,0.84654"	"LFM-A13,0.8412"	"BRD-K03122949,0.83966"	"BRD-K96167523,0.83252"	"fluoropyruvate,0.79637"	"CAY-10618,0.78621"	"parthenolide,0.77917"	"BRD-K18163752,0.77335"	"sulforaphane,0.77225"	"CGP-53353,0.76955"	"triciribine,0.7666"	"dacinostat,0.7589"	"BRD-K61105081,0.75601"	"cytochalasin-b,0.75007"	"AC-55649,0.74933"	"diphenyleneiodonium,0.73925"	"syrosingopine,0.73509"	"BRD-K04156788,0.73344"
MAGEB6	"EMF-sumo1-39,0.99261"	"BRD-K05153001,0.99119"	"BRD-K77547920,0.98949"	"BRD-K28366633,0.98766"	"cucurbitacin-i,0.98686"	"rottlerin,0.98525"	"cucurbitacin-i,0.98377"	"manumycin-a,0.98119"	"malonoben,0.98104"	"VU-0418946-1,0.98057"	"VU-0418939-2,0.9795"	"rhodomyrtoxin-b,0.97825"	"NSC-632839,0.97542"	"BRD-K78385490,0.97483"	"VU-0410183-2,0.97323"	"BRD-K66884694,0.97299"	"niclosamide,0.97218"	"RO-28-1675,0.97216"	"pyrvinium-pamoate,0.97157"	"15-delta-prostaglandin-j2,0.97107"
MYB	"dipropyl-dopamine,0.92902"	"BRD-K55896799,0.88563"	"methoxsalen,0.8814"	"pitavastatin,0.86535"	"MD-II-008-P,0.86199"	"PI-828,0.85781"	"L-690488,0.84721"	"BRD-K79793338,0.84546"	"BRD-K74840245,0.8424"	"clopidogrel,0.83359"	"lylamine,0.82267"	"WR-216174,0.81509"	"piperlongumine,0.81484"	"hydroflumethiazide,0.80127"	"MY-5445,0.80082"	"BRD-K23217072,0.79618"	"thiothixene,0.79276"	"loperamide,0.79274"	"AKT-inhibitor-1-2,0.79183"	"BAPTA-AM,0.7865"
PBX4	"K784-3188,0.95389"	"oxetane,0.91684"	"BRD-K29506255,0.91164"	"curcumin,0.91012"	"BRD-K26304855,0.90162"	"dactinomycin,0.90086"	"RS-I-002-6,0.89811"	"HSP90-inhibitor,0.86812"	"alvocidib,0.86471"	"bortezomib,0.84968"	"pitavastatin,0.84569"	"pidorubicine,0.84327"	"mitoxantrone,0.84322"	"aminopurvalanol-a,0.84056"	"curcumin,0.83965"	"avicin-g,0.83789"	"SU-11652,0.83698"	"BRD-K94493764,0.83627"	"ouabain,0.82645"	"BRD-A36275421,0.82297"
PIM1	"15-delta-prostaglandin-j2,0.96528"	"WR-216174,0.94516"	"avrainvillamide-analog-4,0.9379"	"BRD-K62466453,0.93291"	"parthenolide,0.93287"	"BRD-K87726525,0.93214"	"MLN-2238,0.93141"	"bortezomib,0.92977"	"cerulenin,0.92964"	"cucurbitacin-i,0.92924"	"EMF-sumo1-11,0.92546"	"penfluridol,0.92451"	"BRD-K75999307,0.91321"	"BRD-K66884694,0.91059"	"BRD-K92317137,0.90994"	"CGS-15943,0.90786"	"BRD-K88198340,0.90748"	"CT-200783,0.90472"	"GW-405833,0.90144"	"ingenol,0.9"
PRDM1	"MD-049,0.96473"	"THM-I-94,0.96017"	"danusertib,0.95612"	"BRD-K30351863,0.94487"	"avicin-g,0.92269"	"NCH-51,0.92008"	"JAK3-Inhibitor-II,0.91941"	"KU-0060648,0.91595"	"clopidogrel,0.91541"	"purvalanol-a,0.91202"	"PP-2,0.91161"	"BRD-K09661167,0.91073"	"lovastatin,0.91062"	"dichlorobenzamil,0.90967"	"XMD-16144,0.90945"	"7b-cis,0.90717"	"parthenolide,0.90536"	"BRD-K18726304,0.90531"	"scriptaid,0.90421"	"trichostatin-a,0.90334"
PRPF6	"lenalidomide,0.9352"	"BRD-A41114263,0.93236"	"loxapine,0.92593"	"BMS-641988,0.92182"	"n-(3-acetamidophenyl)-3-chlorobenzamide,0.92004"	"carbinoxamine,0.91806"	"BRD-K51683034,0.90676"	"doxepin,0.90344"	"testosterone,0.89317"	"BRD-A09984573,0.89126"	"BRD-K23149109,0.89073"	"fluoropyruvate,0.88269"	"navitoclax,0.88108"	"orteronel,0.88063"	"BRD-A70591769,0.87408"	"mefenamic-acid,0.87082"	"BRD-K98519396,0.86963"	"SU-1498,0.86868"	"CGP-52432,0.86866"	"BRD-A57300602,0.86755"
RARG	"dactinomycin,0.96201"	"MD-II-008-P,0.94795"	"triptolide,0.94123"	"oxetane,0.94088"	"CHEMBL-1222381,0.93195"	"BRD-K06765193,0.92907"	"STK-397047,0.9281"	"topotecan,0.92726"	"BRD-K79222491,0.90987"	"STK-249718,0.90951"	"pidorubicine,0.89754"	"BRD-K26304855,0.89748"	"BRD-K94493764,0.89695"	"MW-STK33-23,0.89492"	"staurosporine,0.89411"	"BRD-K92158425,0.89292"	"mitomycin-c,0.88931"	"BRD-K83670234,0.88739"	"salermide,0.88634"	"BRD-K55896799,0.8859"
RELB	"ingenol,0.99439"	"prostratin,0.99378"	"puromycin,0.98931"	"phorbol-12-myristate-13-acetate,0.98143"	"puromycin,0.97473"	"homoharringtonine,0.96926"	"amsacrine,0.96788"	"BRD-K28916077,0.9652"	"obatoclax,0.96253"	"pyrvinium-pamoate,0.96191"	"BRD-K55844427,0.95978"	"MLN-2238,0.9595"	"BRD-K78385490,0.9569"	"VU-0365114-2,0.9549"	"CD-437,0.95356"	"anisomycin,0.95222"	"VU-0418939-2,0.9517"	"selamectin,0.95166"	"BRD-K77547920,0.95018"	"nilotinib,0.95013"
RFWD2	"genipin,0.91079"	"naltrexone,0.83176"	"BRD-K82594686,0.78968"	"L-168049,0.78163"	"BRD-K68007270,0.73373"	"XAV-939,0.73323"	"BRD-K88278225,0.72978"	"lovastatin,0.72376"	"BRD-K35716340,0.72"	"purvalanol-a,0.71559"	"etodolac,0.71482"	"MD-049,0.71416"	"BRD-K24156250,0.70831"	"GP-42,0.70704"	"dipropyl-dopamine,0.70385"	"hydrocortisone,0.70245"	"SA-792728,0.70133"	"methoxsalen,0.69221"	"tocainide,0.68935"	"mepireserpate,0.68877"
SFPQ	"curcumin,0.94142"	"avrainvillamide-analog-4,0.94095"	"camptothecin,0.9064"	"BRD-K56411643,0.88725"	"cucurbitacin-i,0.88579"	"BRD-A59145032,0.88339"	"KUC111774N,0.87457"	"BRD-K71935468,0.87093"	"BRD-K28366633,0.86884"	"bortezomib,0.866"	"cucurbitacin-i,0.84585"	"YM-155,0.84565"	"celastrol,0.84183"	"SID-26681509,0.84159"	"BRD-K61776140,0.84153"	"BRD-K95352812,0.8348"	"purvalanol-a,0.83391"	"ryuvidine,0.82445"	"cerulenin,0.82366"	"selamectin,0.8234"
SMAD7	"orteronel,0.91682"	"saracatinib,0.90001"	"KU-C104123,0.88545"	"lenalidomide,0.88248"	"BRD-A41114263,0.82653"	"BRD-A94570195,0.82431"	"PD-0325901,0.80884"	"AS-605240,0.79732"	"PP-1,0.7904"	"selumetinib,0.78859"	"SB-590885,0.75642"	"resveratrol,0.75581"	"BRD-K56477805,0.74449"	"alda-1,0.74259"	"CI-976,0.74042"	"linsitinib,0.72969"	"rilmenidine,0.71991"	"tozasertib,0.71614"	"erastin,0.70808"	"albendazole,0.70283"
SNRNP70	"bortezomib,0.94267"	"oxetane,0.92769"	"MD-II-051,0.90819"	"MD-049,0.89199"	"BRD-K68548958,0.88657"	"BRD-A43155244,0.88094"	"YM-155,0.87815"	"SU-11652,0.87739"	"avicin-g,0.87687"	"BRD-A37735495,0.86264"	"EMF-bca1-16,0.85894"	"digitoxin,0.85599"	"BRD-U86222656,0.85495"	"anisomycin,0.85026"	"cymarin,0.84983"	"dorsomorphin,0.847"	"NSC-3852,0.84491"	"BRD-K21672423,0.84458"	"BRD-A18725729,0.84408"	"narciclasine,0.82787"
SUOX	"BRD-K49094915,0.94968"	"BRD-K90999434,0.92322"	"BRD-K64024097,0.894"	"BRD-K61894884,0.86035"	"BRD-K42687792,0.85868"	"tyrphostin,0.8436"	"SU-11274,0.8412"	"PAC-1,0.84052"	"L-690488,0.83987"	"BRD-K13277629,0.82551"	"BRD-K96167523,0.82422"	"fulvestrant,0.81426"	"BRD-K89224880,0.8129"	"BRD-K64106162,0.80066"	"prednisolone,0.80015"	"fostamatinib,0.79176"	"BRD-K39829853,0.78428"	"fludroxycortide,0.77535"	"olaparib,0.76559"	"tamoxifen,0.7567"
TCF7L2	"prostratin,0.94076"	"loxapine,0.90127"	"KU-C104123,0.88426"	"naftidrofuryl,0.87851"	"thiotepa,0.87741"	"BRD-K67774729,0.85926"	"capsazepine,0.82447"	"resveratrol,0.81299"	"BRD-K45205755,0.80708"	"BRD-K18163752,0.80501"	"graveoline,0.78872"	"nocodazole,0.78348"	"CGP-52432,0.78166"	"GW-843682X,0.77865"	"VU-0365114-2,0.77811"	"amcinonide,0.77706"	"BRD-K23149109,0.77267"	"nadolol,0.77079"	"MW-A1-12,0.77031"	"ABT-751,0.76904"
TRIB1	"BRD-K55844427,0.87401"	"puromycin,0.80797"	"YM-155,0.78797"	"PK-11195,0.7875"	"7b-cis,0.77839"	"resveratrol,0.7679"	"parthenolide,0.76635"	"penfluridol,0.7653"	"teniposide,0.76335"	"SA-792541,0.75546"	"amsacrine,0.74961"	"CD-437,0.73907"	"puromycin,0.73592"	"RO-28-1675,0.73581"	"ouabain,0.72601"	"MD-II-008-P,0.72317"	"pyrrolidine-dithiocarbamate,0.72211"	"manumycin-a,0.70528"	"curcumin,0.69669"	"ouabain,0.69384"
TWIST2	"dichlorobenzamil,0.92802"	"perhexiline,0.91982"	"7b-cis,0.91817"	"KU-0060648,0.91536"	"mibefradil,0.90786"	"PP-110,0.90616"	"ZM-336372,0.89693"	"TGX-115,0.88753"	"PI-828,0.8871"	"selamectin,0.88476"	"U0126,0.88319"	"avrainvillamide-analog-2,0.86403"	"NVP-TAE684,0.86292"	"U-0126,0.8626"	"pifithrin-mu,0.86018"	"RS-17053,0.85917"	"COL-3,0.85292"	"penfluridol,0.84821"	"serdemetan,0.84767"	"SID-26681509,0.84015"
TXLNA	"oxetane,0.98111"	"avicin-g,0.97595"	"KUC111774N,0.89345"	"BRD-K26048285,0.881"	"cytochalasin-b,0.8728"	"CD-437,0.87054"	"YM-155,0.85457"	"BRD-A18411371,0.85354"	"KF-38789,0.85198"	"SN-38,0.83801"	"COL-3,0.82891"	"CGS-15943,0.80353"	"cucurbitacin-i,0.795"	"tigecycline,0.78637"	"BRD-K62459624,0.78022"	"7b-cis,0.77568"	"BRD-U86222656,0.76378"	"BRD-A18725729,0.74884"	"BRD-K58900438,0.74029"	"importazole,0.73517"
TXNIP	"methylene-blue,0.92666"	"KUC111774N,0.92043"	"SA-25547,0.91835"	"BRD-A58924247,0.912"	"EMF-sumo1-11,0.9094"	"penfluridol,0.88261"	"MD-II-051,0.87963"	"BNTX,0.86984"	"BRD-A68065211,0.8624"	"BG-FA-0953,0.85253"	"BRD-A37735495,0.85155"	"BRD-K92317137,0.8464"	"K784-3188,0.8463"	"COT-10b,0.84259"	"tosedostat,0.8386"	"BRD-K32896438,0.83497"	"YM-155,0.83231"	"quiflapon,0.82476"	"NSC-663284,0.82046"	"cucurbitacin-i,0.81936"
UCK2	"7b-cis,0.87551"	"CGS-15943,0.87217"	"loperamide,0.81338"	"BRD-K68548958,0.77054"	"KO-143,0.74818"	"kinetin-riboside,0.7383"	"thiothixene,0.71345"	"proscillaridin,0.71261"	"NVP-TAE684,0.7095"	"BRD-K05649647,0.70912"	"ST-4029573,0.70081"	"BRD-K58618158,0.69049"	"wortmannin,0.68465"	"MK-2206,0.68305"	"ouabain,0.66223"	"tosedostat,0.66199"	"wortmannin,0.65288"	"WZ-3146,0.64644"	"BG-FA-0953,0.63713"	"fluphenazine,0.63695"
WNT10B	"brefeldin-a,0.91136"	"thapsigargin,0.8994"	"COL-3,0.89878"	"tigecycline,0.88094"	"KO-143,0.86727"	"RJC-00245SC,0.8562"	"tyrphostin-AG-1478,0.8508"	"rottlerin,0.83273"	"brefeldin-a,0.82638"	"SID-26681509,0.82011"	"sorafenib,0.81045"	"temsirolimus,0.80071"	"epigallocatechin,0.79049"	"BRD-K83670234,0.78967"	"CGP-71683,0.78822"	"BRD-K05649647,0.78782"	"CP466722,0.7877"	"doxorubicin,0.78259"	"tivozanib,0.77909"	"NVP-AUY922,0.77503"
CSNK2B	"JAK3-Inhibitor-II,0.89018"	"BRD-K49061529,0.88517"	"flufenamic-acid,0.86968"	"RG-108,0.84562"	"WYE-354,0.83992"	"BRD-K05331696,0.8369"	"acyclovir,0.83373"	"mevastatin,0.80825"	"BRD-K72462751,0.80815"	"BRD-K36354764,0.8063"	"MD-049,0.79018"	"EI-346-erlotinib-analog,0.79008"	"mifepristone,0.76926"	"NNC-55-0396,0.75708"	"BRD-K09661167,0.75671"	"NNC-05-2090,0.7528"	"wortmannin,0.74238"	"hemado,0.7419"	"fenbendazole,0.7402"	"roscovitine,0.73579"
DECR1	"SN-38,0.92979"	"idarubicin,0.91662"	"teniposide,0.91358"	"BRD-K73610817,0.90734"	"BRD-K05153001,0.8845"	"CD-437,0.84451"	"KI-8751,0.8363"	"I-505056,0.83144"	"PIK-75,0.82353"	"SA-792987,0.82337"	"BRD-K51608872,0.81115"	"perhexiline,0.80803"	"SB-218078,0.80628"	"BRD-K77480336,0.80449"	"phorbol-12-myristate-13-acetate,0.80319"	"irinotecan,0.80169"	"PAC-1,0.79086"	"BRD-K77547920,0.78838"	"camptothecin,0.78672"	"COL-3,0.78671"
MSRA	"KUC111774N,0.98448"	"avicin-g,0.98309"	"COL-3,0.97289"	"oxetane,0.9679"	"SA-792987,0.96195"	"BRD-U86222656,0.88313"	"staurosporine,0.85948"	"AKT-inhibitor-IV,0.85791"	"pyrvinium-pamoate,0.84933"	"avrainvillamide-analog-4,0.83635"	"tigecycline,0.82981"	"FCCP,0.822"	"IKK-2-inhibitor-V,0.8212"	"methylene-blue,0.81805"	"PK-11195,0.81587"	"rottlerin,0.80978"	"COT-10b,0.80874"	"niclosamide,0.80838"	"tosedostat,0.8082"	"MD-II-008-P,0.80556"
PNN	"cytochalasin-b,0.79719"	"purmorphamine,0.79307"	"BRD-K05331696,0.78964"	"BRD-K45205755,0.77915"	"KU-C104123,0.77747"	"diphenyleneiodonium,0.76055"	"PP-1,0.75815"	"progesterone,0.74284"	"ZK-164015,0.73542"	"chlormadinone,0.72633"	"KF-38789,0.72057"	"olaparib,0.69352"	"15-delta-prostaglandin-j2,0.68569"	"sinensetin,0.67457"	"M2-PK-activator,0.67422"	"flumazenil,0.66846"	"BRD-K59460069,0.65721"	"T-0901317,0.65401"	"ouabain,0.63751"	"BRD-K78189262,0.63621"
STK17A	"fluoropyruvate,0.90884"	"SA-425500,0.90446"	"capsazepine,0.88492"	"BRD-K80786583,0.83202"	"KF-38789,0.8207"	"BRD-K72451865,0.81618"	"BRD-K92980438,0.79177"	"orantinib,0.77395"	"ivachtin,0.76017"	"albendazole,0.75696"	"PNU-120596,0.75211"	"BRD-A61825514,0.74588"	"ergometrine,0.74079"	"mebendazole,0.72479"	"BRD-K91047982,0.72375"	"nocodazole,0.71117"	"BRD-K51608872,0.7081"	"CP-55940,0.69791"	"BAPTA-AM,0.69301"	"lenalidomide,0.68722"
CAB39	"mirtazapine,0.89176"	"sulforaphane,0.83423"	"RS-504393,0.80866"	"BRD-K88278225,0.7871"	"quipazine,0.78225"	"thiotepa,0.78068"	"BRD-K77480336,0.77901"	"docosatrienoic-acid,0.76579"	"cyclosporin-a,0.75887"	"penfluridol,0.7304"	"EMF-bca1-16,0.72561"	"BRD-K19181733,0.71989"	"BRD-A18411371,0.71717"	"SA-247615,0.71515"	"LY-2183240,0.7084"	"perhexiline,0.70697"	"BRD-K35638681,0.70376"	"BRD-K91677732,0.70345"	"cytochalasin-b,0.7029"	"cerulenin,0.70193"
CASD1	"tenofovir,0.99397"	"BRD-K85275009,0.95343"	"BRD-K32644160,0.91897"	"BRD-K84924563,0.91634"	"genipin,0.91545"	"retinol,0.90868"	"forskolin,0.89215"	"pitavastatin,0.86992"	"BRD-K04156788,0.85394"	"BRD-K03954795,0.84653"	"BRD-K23282736,0.83734"	"PF-04217903,0.82919"	"BRD-K68548958,0.82811"	"BRD-K55216615,0.82251"	"BRD-K93975822,0.82066"	"alvespimycin,0.81991"	"hydrocortisone,0.81721"	"calmidazolium,0.80114"	"pregnenolone,0.79785"	"IKK-inhibitor-X,0.79636"
DUSP28	"pyrvinium-pamoate,0.81818"	"cucurbitacin-i,0.81022"	"COL-3,0.80286"	"BRD-K51377689,0.77656"	"BRD-K99636700,0.76865"	"BRD-K86574132,0.75598"	"teniposide,0.75326"	"amsacrine,0.75034"	"7b-cis,0.7448"	"CAM-9-027-3,0.74476"	"RO-28-1675,0.74103"	"belinostat,0.74056"	"idarubicin,0.73955"	"importazole,0.73837"	"trichostatin-a,0.73658"	"tosedostat,0.7302"	"serdemetan,0.72291"	"BRD-K28916077,0.7129"	"CGS-15943,0.70294"	"THM-I-94,0.70009"
GAA	"SJ-172550,0.91459"	"BMS-641988,0.90191"	"BRD-K23149109,0.89755"	"carbinoxamine,0.89112"	"BRD-K76236182,0.8898"	"fluoropyruvate,0.88974"	"nicergoline,0.85147"	"BRD-K74623475,0.84089"	"SA-425500,0.82725"	"BRD-K72451865,0.82233"	"necrostatin-1,0.81587"	"BRD-K40758391,0.81383"	"vanoxerine,0.80303"	"alrestatin,0.78154"	"AICA-ribonucleotide,0.78001"	"phenacetin,0.76185"	"ALW-II-49-7,0.75392"	"evodiamine,0.73828"	"orantinib,0.73613"	"rilmenidine,0.73584"
CCDC90A	"BRD-K72451865,0.93222"	"valdecoxib,0.83391"	"NNC-55-0396,0.80466"	"VU-0418939-2,0.78801"	"VU-0418934-2,0.78468"	"BRD-K80786583,0.78319"	"cyclosporin-a,0.78231"	"calcitriol,0.75307"	"BRD-K44366801,0.7484"	"TW-37,0.74312"	"cytochalasin-d,0.74228"	"sorafenib,0.74173"	"VU-0410183-2,0.74059"	"BRD-K18711687,0.73061"	"BRD-K78385490,0.72601"	"BRD-K71670746,0.72569"	"BRD-K66037923,0.72276"	"bithionol,0.70508"	"COL-3,0.70335"	"wortmannin,0.69963"
IL6R	"BRD-K56411643,0.91529"	"camptothecin,0.86149"	"rhamnetin,0.82626"	"BRD-K55116708,0.82011"	"OBAA,0.77853"	"BRD-K19499941,0.77242"	"BRD-A66861218,0.7624"	"teniposide,0.74948"	"dactinomycin,0.745"	"isoflupredone,0.74248"	"dexamethasone,0.74061"	"SB-218078,0.73487"	"homoharringtonine,0.73077"	"COT-10b,0.72725"	"BRD-K62459624,0.72009"	"PP-110,0.71636"	"BRD-K18861610,0.70504"	"BRD-K58479490,0.70404"	"CP466722,0.70329"	"BRD-K78062244,0.69215"
O3FAR1	"SID-26681509,0.93502"	"AKT-inhibitor-IV,0.86329"	"BRD-A06276885,0.85866"	"CGP-71683,0.84341"	"RO-28-1675,0.83907"	"BRD-K55116708,0.83482"	"rottlerin,0.8168"	"niclosamide,0.80797"	"perhexiline,0.80285"	"COT-10b,0.79263"	"camptothecin,0.78931"	"BRD-K05331696,0.78185"	"nortriptyline,0.77516"	"trichostatin-a,0.76886"	"cucurbitacin-i,0.7659"	"IKK-2-inhibitor-V,0.76137"	"cucurbitacin-i,0.7551"	"alvocidib,0.75429"	"TL-HRAS-61,0.75302"	"scriptaid,0.74868"
ADCY9	"forskolin,0.92025"	"forskolin,0.88853"	"BRD-K42687792,0.84375"	"saracatinib,0.80551"	"RG-108,0.79769"	"GBR-13069,0.78746"	"PD-0325901,0.78548"	"AZD-6482,0.76768"	"BRD-K33045404,0.75699"	"orantinib,0.73258"	"HG-5-88-01,0.71758"	"thiotepa,0.71712"	"PD-0325901,0.70028"	"verapamil,0.69975"	"cyclopentene,0.69699"	"lovastatin,0.69107"	"PP-1,0.68946"	"toremifene,0.67855"	"clomifene,0.67833"	"BRD-A41114263,0.67692"
PSMB8	"gemcitabine,0.94822"	"HG-5-88-01,0.93836"	"benzylpenicillin,0.90387"	"SID-26681509,0.87041"	"cefixime,0.86071"	"lovastatin,0.85643"	"ST-4028268,0.8414"	"parthenolide,0.8409"	"BRD-K68548958,0.84045"	"bortezomib,0.82922"	"HG-5-113-01,0.81713"	"phenolphthalein,0.80887"	"RO-28-1675,0.80408"	"BRD-K19166598,0.80094"	"everolimus,0.79559"	"BRD-K18163752,0.78874"	"JLK-6,0.78036"	"arachidonyl-trifluoro-methane,0.77898"	"BRD-K89224880,0.76876"	"triciribine,0.76435"
