UNG	"carbetocin,0.95979"	"glibenclamide,0.95756"	"NF-449,0.94434"	"PD-158780,0.94188"	"ARG-CSC-91,0.94019"	"alda-1,0.93482"	"7-nitroindazole,0.93206"	"RS-I-002-6,0.91642"	"ivachtin,0.91352"	"BRD-K56196992,0.90973"	"oligomycin-a,0.9073"	"curcumin,0.9073"	"JTE-907,0.90582"	"CI-976,0.90531"	"IRL-2500,0.9025"	"PD-98059,0.90077"	"CHEMBL-1222381,0.89955"	"BRD-A09984573,0.89755"	"BRD-K76236182,0.89405"	"ASN-05257430,0.89339"
STK19	"SJ-172550,0.95483"	"BRD-K50776152,0.95176"	"AC-55649,0.94537"	"carbamazepine,0.93946"	"FK-866,0.93364"	"IKK-inhibitor-X,0.93336"	"lenalidomide,0.93213"	"BRD-K11671649,0.93154"	"amcinonide,0.92891"	"altanserin,0.92836"	"BRD-K79511609,0.92286"	"vardenafil,0.92255"	"rabeprazole,0.91758"	"ALW-II-49-7,0.91747"	"clocortolone,0.91218"	"valproic-acid,0.91172"	"BRD-K81751891,0.91013"	"BRD-K40758391,0.90395"	"BRD-K41668190,0.90386"	"BRD-K85051645,0.89724"
STK25	"idarubicin,0.9717"	"aminopurvalanol-a,0.9629"	"wortmannin,0.95854"	"PI-828,0.95831"	"THM-I-94,0.95382"	"mevastatin,0.95124"	"PP-1,0.94959"	"palbociclib,0.94914"	"oxetane,0.94233"	"PP-110,0.93804"	"trichostatin-a,0.93578"	"trichostatin-a,0.93159"	"avicin-g,0.9312"	"purvalanol-a,0.92977"	"PIK-90,0.92873"	"BRD-K75081836,0.92795"	"lovastatin,0.92708"	"MK-2206,0.92525"	"BRD-K55896799,0.92375"	"camptothecin,0.92048"
STK3	"oxetane,0.98618"	"ouabain,0.9514"	"BRD-K62459624,0.94844"	"avicin-g,0.94775"	"cucurbitacin-i,0.94743"	"SU-11652,0.94376"	"belinostat,0.94262"	"BRD-K92317137,0.9418"	"SCH-79797,0.94128"	"BRD-U86222656,0.94069"	"avicin-d,0.93695"	"NSC-632839,0.93685"	"staurosporine,0.93607"	"KUC111774N,0.93581"	"KM-00927,0.93529"	"staurosporine,0.93528"	"FCCP,0.93199"	"rhodomyrtoxin-b,0.93134"	"curcumin,0.92951"	"RS-I-002-6,0.9286"
STK33	"avicin-g,0.97113"	"ellipticine,0.96988"	"amsacrine,0.96804"	"BRD-A37735495,0.96291"	"oxetane,0.96279"	"BRD-K06765193,0.95049"	"avicin-d,0.94984"	"MK-1775,0.94796"	"BRD-A18725729,0.9421"	"BNTX,0.93983"	"JAK3-Inhibitor-II,0.93559"	"clopidogrel,0.93462"	"MD-049,0.93338"	"BRD-K68313733,0.93298"	"BRD-K62459624,0.93287"	"BRD-A36275421,0.93056"	"homoharringtonine,0.92899"	"BRD-K19499941,0.92899"	"alvespimycin,0.92699"	"K784-3188,0.92474"
STK36	"BRD-K19166598,0.94561"	"staurosporine,0.94485"	"BRD-K70161581,0.9399"	"staurosporine,0.9399"	"oxetane,0.93401"	"disopyramide,0.91691"	"CGP-60474,0.90876"	"pirarubicin,0.90753"	"pindolol,0.9024"	"BRD-A37735495,0.90154"	"YK-4279,0.89862"	"chloroxine,0.89851"	"mocetinostat,0.88888"	"selamectin,0.88823"	"nonoxynol-9,0.88808"	"afatinib,0.88751"	"parbendazole,0.88314"	"avicin-g,0.87911"	"O-2050,0.87851"	"K784-3188,0.8767"
STK38	"BRD-K80786583,0.95048"	"phenolphthalein,0.94437"	"BRD-K41335306,0.93317"	"BRD-K18163752,0.93294"	"lylamine,0.92753"	"tyrphostin-A9,0.92561"	"BRD-K74623475,0.91196"	"phorbol-12-myristate-13-acetate,0.91102"	"BRD-K85266146,0.90511"	"danusertib,0.90315"	"thiethylperazine,0.89792"	"BRD-K35638681,0.89663"	"niguldipine,0.89409"	"PD-198306,0.88878"	"BRD-K82732294,0.88802"	"niclosamide,0.88764"	"VAMA-37,0.88679"	"BRD-K83213280,0.88618"	"I-070759,0.87823"	"cytochalasin-b,0.8774"
STK39	"oxetane,0.98533"	"avicin-g,0.97282"	"avicin-d,0.96219"	"BRD-K21064560,0.95931"	"staurosporine,0.95812"	"mocetinostat,0.9452"	"selamectin,0.93953"	"curcumin,0.93053"	"VU-0418933-1,0.92631"	"HG-5-113-01,0.92282"	"XL-147,0.92268"	"PIK-75,0.91936"	"5-iodotubercidin,0.91801"	"staurosporine,0.91631"	"HG-6-64-01,0.9157"	"BRD-K62459624,0.91422"	"SCH-79797,0.9122"	"fasudil,0.91101"	"PF-750,0.91004"	"COL-3,0.90776"
STMN1	"CD-1530,0.98729"	"BRD-A37735495,0.98267"	"K784-3188,0.98238"	"oxetane,0.98017"	"BRD-K68313733,0.98"	"BRD-K62459624,0.97928"	"cucurbitacin-i,0.97768"	"BRD-K19499941,0.97576"	"NSC-632839,0.96982"	"bortezomib,0.96911"	"BRD-U86222656,0.96765"	"BRD-A43155244,0.96383"	"cercosporin,0.96295"	"YM-155,0.96291"	"arachidonyl-trifluoro-methane,0.96198"	"SCH-79797,0.96084"	"K784-3187,0.95693"	"cucurbitacin-i,0.95584"	"BRD-K58214070,0.95583"	"staurosporine,0.95572"
STRADB	"homoharringtonine,0.97669"	"ellipticine,0.96573"	"wortmannin,0.96059"	"WYE-354,0.95869"	"calpeptin,0.95265"	"homoharringtonine,0.94975"	"cycloheximide,0.94856"	"KU-0063794,0.94765"	"HC-toxin,0.94622"	"QL-XII-47,0.94481"	"AZD-8055,0.94347"	"pirarubicin,0.94346"	"narciclasine,0.94271"	"AT-7519,0.93832"	"camptothecin,0.93131"	"KM-00927,0.93018"	"lestaurtinib,0.92851"	"doxorubicin,0.92825"	"daunorubicin,0.92759"	"HG-6-64-01,0.92521"
STUB1	"BRD-K72451865,0.93422"	"BRD-K48950795,0.9083"	"BRD-K76938712,0.90315"	"BRD-K18163752,0.89535"	"brefeldin-a,0.88628"	"phorbol-12-myristate-13-acetate,0.87961"	"tyrphostin-A9,0.8791"	"BRD-K24346336,0.8781"	"brefeldin-a,0.87745"	"decitabine,0.87552"	"forskolin,0.872"	"BRD-K45114207,0.87084"	"CI-976,0.86933"	"altrenogest,0.86668"	"SID-26681509,0.8634"	"olaparib,0.86143"	"palbociclib,0.86091"	"QS-11,0.8597"	"TW-37,0.85854"	"LFM-A13,0.85239"
STX1A	"cucurbitacin-i,0.9786"	"selamectin,0.97593"	"avicin-g,0.97411"	"RS-I-002-6,0.97175"	"cercosporin,0.97024"	"BRD-A36275421,0.96445"	"tosedostat,0.96117"	"BRD-A37735495,0.95821"	"DG-041,0.9573"	"15-delta-prostaglandin-j2,0.9551"	"homoharringtonine,0.95495"	"K784-3188,0.95486"	"BRD-K24156250,0.95473"	"cucurbitacin-i,0.95435"	"penfluridol,0.95223"	"ispinesib,0.95214"	"BRD-K89224880,0.94958"	"EMF-sumo1-11,0.94949"	"NSC-3852,0.94907"	"BRD-K77547920,0.94839"
STX4	"BRD-K80786583,0.98905"	"tyrphostin-A9,0.96392"	"MD-II-008-P,0.96202"	"BRD-K35638681,0.96195"	"BRD-K78385490,0.95579"	"BRD-K55149044,0.9527"	"KM-00927,0.9487"	"oligomycin-a,0.94717"	"I-070759,0.94681"	"amsacrine,0.94566"	"penfluridol,0.94276"	"RO-28-1675,0.93792"	"BRD-K24346336,0.93055"	"selamectin,0.92342"	"camptothecin,0.92101"	"COT-10b,0.91644"	"BRD-K23673040,0.91455"	"doxorubicin,0.9137"	"BRD-K61776140,0.91154"	"BRD-K31706415,0.9056"
STXBP1	"daidzein,0.93245"	"AS-605240,0.92876"	"BML-259,0.91378"	"cediranib,0.91197"	"THZ-2-98-01,0.90934"	"BRD-K83694683,0.90907"	"BRD-K21001652,0.90303"	"tianeptine,0.89606"	"orteronel,0.89055"	"SA-423131,0.88983"	"BRD-K28680267,0.8785"	"T-0156,0.8771"	"AZD-7762,0.87579"	"cortisone,0.86985"	"graveoline,0.86403"	"PKCbeta-inhibitor,0.86105"	"PIK-75,0.85899"	"atorvastatin,0.85572"	"lestaurtinib,0.85273"	"VX-745,0.85271"
STXBP2	"AICA-ribonucleotide,0.98197"	"BRD-K92980438,0.9743"	"SJ-172550,0.97019"	"rucaparib,0.95992"	"rilmenidine,0.95681"	"BRD-K45355657,0.94413"	"AR-C133057XX,0.9384"	"BMS-641988,0.93192"	"retinol,0.93176"	"L-2167,0.92912"	"FK-866,0.92653"	"carbinoxamine,0.91905"	"losartan,0.9152"	"nabumetone,0.91389"	"oligomycin-a,0.91104"	"LFM-A13,0.90992"	"BRD-K40758391,0.90892"	"fatostatin,0.90816"	"BRD-K18163752,0.90763"	"CI-976,0.90452"
SUB1	"BRD-K24346336,0.95559"	"fludarabine,0.94889"	"alvocidib,0.94863"	"JNJ-7706621,0.93825"	"oxetane,0.93445"	"KF-38789,0.93357"	"auranofin,0.92692"	"RO-28-1675,0.91731"	"SA-792541,0.91263"	"LFM-A13,0.91153"	"MW-A1-12,0.91128"	"BRD-K98739056,0.91087"	"BRD-K05649647,0.90834"	"menadione,0.90585"	"BRD-K66037923,0.90096"	"BRD-K58900438,0.89981"	"daunorubicin,0.89619"	"BRD-K83620635,0.89505"	"BRD-K28100108,0.89443"	"BRD-K28366633,0.89421"
SUCLA2	"KUC111774N,0.93728"	"BRD-K90999434,0.93523"	"BRD-K87125912,0.93423"	"palbociclib,0.93112"	"BRD-K80786583,0.92443"	"BRD-K07877311,0.9166"	"staurosporine,0.914"	"lovastatin,0.9105"	"TGX-221,0.91001"	"torin-2,0.90941"	"mocetinostat,0.89878"	"BRD-K74461819,0.89853"	"BRD-K55896799,0.88379"	"valdecoxib,0.8824"	"everolimus,0.87907"	"COL-3,0.87581"	"L-690330,0.87413"	"withaferin-a,0.86853"	"NVP-TAE684,0.86561"	"TG-101348,0.85739"
SUCLG1	"BRD-K76236182,0.96926"	"BRD-K72451865,0.96591"	"KU-C104493,0.96305"	"amsacrine,0.95634"	"K784-3188,0.95429"	"cucurbitacin-i,0.9452"	"triciribine,0.93862"	"BRD-K58479490,0.93546"	"BRD-A18411371,0.93262"	"BRD-K44242139,0.93113"	"BRD-K18163752,0.92945"	"LFM-A13,0.92923"	"BRD-A37735495,0.92433"	"ouabain,0.92397"	"BRD-U86222656,0.92308"	"oxetane,0.91942"	"PF-750,0.91896"	"RS-17053,0.91552"	"dasatinib,0.9139"	"COL-3,0.91304"
SUCLG2	"idarubicin,0.98097"	"staurosporine,0.97614"	"amsacrine,0.97367"	"homoharringtonine,0.97079"	"narciclasine,0.96112"	"doxorubicin,0.95974"	"anisomycin,0.95634"	"withaferin-a,0.95343"	"homoharringtonine,0.95097"	"QL-XII-47,0.95049"	"emetine,0.94951"	"clofarabine,0.948"	"BMS-754807,0.94685"	"camptothecin,0.94605"	"SN-38,0.94089"	"ouabain,0.94062"	"teniposide,0.93883"	"indolophenanthridine,0.93806"	"verrucarin-a,0.93725"	"F-1566-0341,0.93628"
SUCNR1	"AT-SUMO-1,0.97698"	"BRD-K44366801,0.97457"	"BRD-K66037923,0.95748"	"EMF-sumo1-11,0.94068"	"mirin,0.92586"	"EMF-sumo1-39,0.92198"	"CVF-SUMO-13,0.91965"	"CAY-10585,0.91363"	"pyrimethamine,0.91292"	"daunorubicin,0.90804"	"YM-155,0.90565"	"CVF-SUMO-11,0.90315"	"idarubicin,0.90303"	"BRD-K66884694,0.90025"	"alvocidib,0.89418"	"RS-I-002-6,0.89418"	"JNK-9L,0.8927"	"alvespimycin,0.89224"	"EMF-bca1-16,0.89068"	"diclofenac,0.88611"
SUFU	"MD-II-008-P,0.95543"	"BRD-K19181733,0.95362"	"BRD-K06765193,0.94515"	"KU-0063794,0.93603"	"tubastatin-a,0.92913"	"belinostat,0.92878"	"BRD-K28366633,0.92374"	"RS-23597-190,0.92268"	"pirarubicin,0.91496"	"BRD-K94493764,0.9136"	"THM-I-94,0.91343"	"avicin-g,0.91335"	"staurosporine,0.91257"	"sorafenib,0.90949"	"GDC-0941,0.9093"	"EMF-sumo1-39,0.90712"	"pidorubicine,0.90672"	"ZM-447439,0.90301"	"BRD-K99530743,0.9026"	"BRD-K48950795,0.90105"
SULT1A1	"BRD-K42644990,0.92929"	"erastin,0.8864"	"WR-216174,0.87532"	"rucaparib,0.8695"	"pifithrin-mu,0.86012"	"BRD-K86682249,0.84388"	"mifepristone,0.84309"	"BRD-K23149109,0.83101"	"afatinib,0.82881"	"amsacrine,0.81747"	"CI-976,0.81638"	"BRD-A47816767,0.81423"	"BRD-K36772364,0.80929"	"tacrolimus,0.80666"	"necrostatin-1,0.80131"	"BRD-K95196255,0.79662"	"BRD-K88742110,0.79619"	"CA-074-Me,0.79285"	"lenalidomide,0.79153"	"BRD-K19166598,0.78776"
SULT1A2	"rolipram,0.96844"	"tert-butylhydroquinone,0.95747"	"valproic-acid,0.95213"	"EX-527,0.94055"	"BRD-K61053657,0.93924"	"rilmenidine,0.93802"	"MLN-4924,0.93554"	"AC-55649,0.91511"	"SDM25N,0.91111"	"ABT-751,0.90824"	"prima-1-met,0.90779"	"methyl-2,5-dihydroxycinnamate,0.90647"	"PD-158780,0.9054"	"fluspirilene,0.90461"	"corticosterone,0.90455"	"genistein,0.90105"	"gefitinib,0.9002"	"sulpiride,0.89966"	"BRD-A71707563,0.89952"	"indole,0.8915"
SULT1A3	"cucurbitacin-i,0.98169"	"BRD-K28366633,0.98164"	"F-1566-0341,0.97579"	"BRD-K77547920,0.97168"	"BRD-K28916077,0.97035"	"phorbol-12-myristate-13-acetate,0.96759"	"alvespimycin,0.96647"	"BRD-K92317137,0.96498"	"ryuvidine,0.96338"	"puromycin,0.96255"	"YM-155,0.96254"	"BRD-A40431293,0.96054"	"cercosporin,0.95936"	"disulfiram,0.95866"	"SA-25547,0.95861"	"auranofin,0.95847"	"BRD-K99633092,0.95807"	"puromycin,0.95581"	"BRD-K44366801,0.95475"	"BRD-K94991378,0.9524"
SULT2B1	"BRD-K00313977,0.98035"	"emetine,0.97863"	"homoharringtonine,0.9768"	"avicin-d,0.96519"	"anisomycin,0.958"	"QL-XII-47,0.95758"	"cephaeline,0.95483"	"KM-00927,0.95373"	"homoharringtonine,0.9537"	"avicin-g,0.94993"	"BRD-K61001510,0.94819"	"tyrphostin-AG-126,0.94637"	"emetine,0.94545"	"amsacrine,0.94267"	"BRD-K18726304,0.94181"	"verrucarin-a,0.9401"	"everolimus,0.9319"	"VX-702,0.93183"	"BRD-K19724398,0.92922"	"narciclasine,0.92913"
SUOX	"SJ-172550,0.96509"	"AICA-ribonucleotide,0.95456"	"alda-1,0.93771"	"BRD-K41668190,0.93509"	"BRD-K55116708,0.93464"	"IKK-inhibitor-X,0.93069"	"SA-247714,0.92568"	"BMS-641988,0.92222"	"fludroxycortide,0.91622"	"prostaglandin-a1,0.91321"	"androstanol,0.90447"	"BRD-K16472144,0.90428"	"FK-866,0.90079"	"fludarabine,0.89289"	"HNHA,0.89183"	"BRD-K62818989,0.89039"	"famciclovir,0.88679"	"DL-PDMP,0.88408"	"phenacetin,0.88368"	"pregnenolone,0.87861"
SUPT16H	"RS-17053,0.96148"	"oxetane,0.96136"	"BRD-U86222656,0.96088"	"BRD-K62459624,0.95869"	"cytochalasin-b,0.95661"	"CAM-9-027-3,0.94811"	"staurosporine,0.94688"	"BRD-A18725729,0.94569"	"BRD-A18411371,0.94562"	"BRD-K78062244,0.94385"	"curcumin,0.93565"	"mevastatin,0.93546"	"perhexiline,0.93531"	"penfluridol,0.93389"	"BRD-A68065211,0.93172"	"selamectin,0.93088"	"pitavastatin,0.92929"	"COT-10b,0.92669"	"BRD-A36275421,0.92453"	"staurosporine,0.92208"
SUPT5H	"doxorubicin,0.98493"	"BRD-K28366633,0.98344"	"SN-38,0.97862"	"teniposide,0.97523"	"AG-957,0.96885"	"amsacrine,0.96601"	"triptolide,0.96502"	"etoposide,0.95731"	"everolimus,0.9569"	"XMD-1150,0.9562"	"BRD-K00313977,0.95493"	"idarubicin,0.95458"	"XMD-885,0.95377"	"BRD-K77547920,0.94939"	"mitomycin-c,0.94367"	"irinotecan,0.94181"	"CVF-SUMO-7,0.93896"	"BRD-K03829970,0.93445"	"COT-10b,0.93328"	"BRD-K06765193,0.9309"
SUPV3L1	"tosedostat,0.96993"	"BO2-inhibits-RAD51,0.96787"	"BRD-A36275421,0.96784"	"cercosporin,0.96428"	"amsacrine,0.96401"	"BRD-K24156250,0.96346"	"BRD-A37735495,0.95525"	"selamectin,0.95344"	"CD-437,0.95313"	"niclosamide,0.95281"	"BRD-K06765193,0.95209"	"malonoben,0.95112"	"BRD-A18725729,0.95094"	"IKK-2-inhibitor-V,0.95071"	"quiflapon,0.94702"	"BRD-K44366801,0.94497"	"BG-FA-0953,0.94426"	"RO-28-1675,0.94411"	"BRD-K07259155,0.94277"	"niguldipine,0.94232"
SUZ12	"BRD-A37735495,0.94332"	"KB-R7943,0.93904"	"BRD-A18411371,0.92824"	"HC-toxin,0.92455"	"amsacrine,0.91903"	"trichostatin-a,0.91318"	"merck-ketone,0.90407"	"BRD-K99633092,0.8949"	"BRD-A68065211,0.8899"	"avicin-g,0.88226"	"tozasertib,0.88225"	"trichostatin-a,0.87805"	"tubastatin-a,0.87687"	"BRD-U86222656,0.87585"	"dacinostat,0.87197"	"selumetinib,0.87145"	"BRD-K55116708,0.87012"	"BRD-A60784279,0.86847"	"lylamine,0.86426"	"BRD-K75081836,0.86412"
SV2A	"avicin-g,0.97085"	"mocetinostat,0.95051"	"BML-259,0.93713"	"oleoylethanolamide,0.92465"	"BMS-641988,0.9174"	"BRD-K58479490,0.9157"	"AT-7519,0.91162"	"remacemide,0.90963"	"avicin-d,0.90664"	"BRD-K99502566,0.90344"	"doxorubicin,0.90337"	"SID-26681509,0.90311"	"cytochalasin-b,0.90183"	"BRD-K55116708,0.89897"	"THZ-2-98-01,0.89831"	"MDL-28170,0.89717"	"BIX-01294,0.89165"	"BRD-K93578426,0.88826"	"clopidogrel,0.88772"	"triciribine,0.88738"
SWAP70	"amsacrine,0.96433"	"avicin-g,0.9616"	"wortmannin,0.96004"	"ellipticine,0.95889"	"ispinesib,0.95634"	"BRD-K35638681,0.95559"	"MD-II-008-P,0.9529"	"oxetane,0.95018"	"purvalanol-a,0.94944"	"aminopurvalanol-a,0.94444"	"BRD-K62459624,0.94222"	"BAX-channel-blocker,0.93954"	"BMS-536924,0.93859"	"pyroxamide,0.93759"	"BRD-K18726304,0.9364"	"phorbol-12-myristate-13-acetate,0.93598"	"lylamine,0.93551"	"cytochalasin-b,0.93535"	"mocetinostat,0.93441"	"BIBX-1382,0.93291"
SYF2	"BRD-A81530502,0.85994"	"idarubicin,0.83972"	"ENMD-2076,0.83745"	"BRD-K01621458,0.82841"	"pyroxamide,0.8237"	"BRD-K62818989,0.81895"	"TL-HRAS-61,0.8039"	"entinostat,0.80363"	"BRD-K72615639,0.8032"	"cytochalasin-b,0.79929"	"KUC111774N,0.79346"	"APHA-compound-8,0.792"	"PAC-1,0.78201"	"tetrindole,0.7798"	"BRD-K48803730,0.77885"	"HDAC3-selective,0.77468"	"wortmannin,0.77445"	"ellipticine,0.77355"	"BRD-K35638681,0.7699"	"dasatinib,0.7675"
SYNE2	"BRD-K06765193,0.97627"	"BNTX,0.96287"	"F-1566-0341,0.96049"	"BRD-A18411371,0.95937"	"phorbol-12-myristate-13-acetate,0.95579"	"alvespimycin,0.95382"	"ispinesib,0.95309"	"JLK-6,0.95062"	"NSC-632839,0.94748"	"BRD-K56411643,0.94536"	"BRD-K44366801,0.9433"	"tyrphostin-A9,0.93938"	"BRD-K68548958,0.93778"	"BRD-K23673040,0.9377"	"calmidazolium,0.93355"	"RS-I-002-6,0.93304"	"BRD-K92317137,0.93238"	"CD-1530,0.931"	"perhexiline,0.93039"	"thiothixene,0.92789"
SYNGR3	"avrainvillamide-analog-6,0.8402"	"pifithrin-mu,0.80287"	"pifithrin-alpha,0.77882"	"digoxin,0.77552"	"BRD-K87726525,0.76727"	"BRD-K06765193,0.75592"	"CVF-SUMO-13,0.71763"	"KUC111774N,0.71422"	"CYT-997,0.71306"	"15-delta-prostaglandin-j2,0.69649"	"tamoxifen,0.69272"	"isoliquiritigenin,0.68673"	"BRD-K44366801,0.68288"	"COL-3,0.68166"	"BRD-K75999307,0.68096"	"BRD-K83493571,0.67264"	"mirin,0.66958"	"BRD-K35716340,0.66892"	"JLK-6,0.66261"	"proscillaridin,0.6591"
SYPL1	"BRD-K42687792,0.96838"	"palbociclib,0.9497"	"AKT-inhibitor-1-2,0.93855"	"BRD-K61001510,0.93546"	"BRD-K79459005,0.92075"	"BRD-K32644160,0.91633"	"phenolphthalein,0.91478"	"BRD-K62242359,0.91228"	"mepireserpate,0.90958"	"withaferin-a,0.90527"	"APHA-compound-8,0.90377"	"10-DEBC,0.90178"	"lovastatin,0.90171"	"BRD-K96167523,0.89252"	"loperamide,0.88916"	"MK-212,0.8877"	"tipifarnib-P2,0.88523"	"BRD-K07850148,0.88351"	"valdecoxib,0.88244"	"BRD-K90999434,0.88139"
TAAR1	"SJ-172550,0.98239"	"oligomycin-a,0.96836"	"BRD-K16057611,0.96482"	"BRD-A96272097,0.96168"	"BRD-A09984573,0.95777"	"prostaglandin-a1,0.95771"	"phenacetin,0.95606"	"RHO-kinase-inhibitor-III[rockout],0.95295"	"PD-98059,0.95175"	"n-(3-acetamidophenyl)-3-chlorobenzamide,0.95052"	"verapamil,0.9442"	"BRD-K15107389,0.94342"	"BRD-K41668190,0.9432"	"AICA-ribonucleotide,0.9416"	"AS-605240,0.94132"	"PD-184352,0.9375"	"AR-C133057XX,0.93742"	"atorvastatin,0.93609"	"cyanoquinoline-11,0.93374"	"PT-630,0.9325"
TAAR6	"alda-1,0.97071"	"mocetinostat,0.96645"	"BRD-K61053657,0.9466"	"D-64406,0.9419"	"KU-C104254,0.92898"	"lenalidomide,0.92278"	"7-nitroindazole,0.91766"	"orantinib,0.91518"	"glibenclamide,0.91271"	"sirolimus,0.91081"	"BRD-K64024097,0.91004"	"AMG-9810,0.90872"	"fludroxycortide,0.90818"	"carbamazepine,0.90693"	"BRD-K39829853,0.90413"	"IWR-1-ENDO,0.89552"	"BMS-641988,0.89491"	"estriol,0.89176"	"BRD-K61001510,0.89101"	"prostaglandin-a1,0.88968"
TAAR8	"avicin-g,0.96048"	"avrainvillamide-analog-1,0.93998"	"erlotinib,0.93802"	"AZD-7545,0.92744"	"MD-II-008-P,0.92498"	"MD-049,0.91998"	"GSK-461364,0.9145"	"BRD-K58900438,0.91092"	"BRD-K40300908,0.9084"	"oxetane,0.90698"	"sirolimus,0.90639"	"M-3M3FBS,0.90213"	"lylamine,0.90014"	"AMG-9810,0.89973"	"strophanthidin,0.89742"	"withaferin-a,0.89006"	"tetrindole,0.8882"	"erastin,0.8835"	"KM-00927,0.88247"	"LFM-A13,0.88074"
TAB2	"oxetane,0.98274"	"5-iodotubercidin,0.98084"	"staurosporine,0.96946"	"staurosporine,0.96945"	"cefixime,0.96872"	"JNJ-7706621,0.96834"	"avicin-g,0.95664"	"lestaurtinib,0.9502"	"aminopurvalanol-a,0.94912"	"pirarubicin,0.94349"	"SU-11652,0.94032"	"BRD-K26304855,0.93737"	"doxorubicin,0.93291"	"selamectin,0.93257"	"PI-828,0.93177"	"K784-3188,0.93137"	"NVP-TAE684,0.92778"	"BMS-536924,0.92718"	"BRD-K55896799,0.92609"	"amodiaquine,0.92526"
TAB3	"triptolide,0.98617"	"JNJ-7706621,0.98446"	"alvocidib,0.97285"	"pidorubicine,0.97105"	"pirarubicin,0.96645"	"pitavastatin,0.96293"	"dactinomycin,0.96265"	"staurosporine,0.95928"	"5-iodotubercidin,0.95899"	"dactinomycin,0.95668"	"BRD-K26304855,0.95272"	"daunorubicin,0.95069"	"ER-27319,0.94703"	"staurosporine,0.94552"	"daunorubicin,0.9453"	"malonoben,0.9439"	"camptothecin,0.94263"	"BAY-11-7821,0.94239"	"sorafenib,0.93713"	"BRD-K83670234,0.93305"
TACC3	"5-iodotubercidin,0.98983"	"staurosporine,0.98817"	"triptolide,0.96953"	"celastrol,0.9671"	"JNJ-7706621,0.96709"	"BRD-K26304855,0.9656"	"A-443644,0.96378"	"dactinomycin,0.96355"	"CGP-60474,0.95928"	"alvocidib,0.95127"	"AT-7519,0.94973"	"bisindolylmaleimide-ix,0.94919"	"BRD-K01896723,0.94822"	"staurosporine,0.94488"	"lestaurtinib,0.94228"	"dactinomycin,0.93948"	"fludarabine,0.9392"	"PF-562271,0.93857"	"pirarubicin,0.93669"	"WZ-3105,0.93612"
TADA2A	"oxetane,0.98692"	"CGP-60474,0.98535"	"JNJ-7706621,0.98069"	"alvocidib,0.96814"	"BRD-K07061353,0.96683"	"auranofin,0.96679"	"RS-I-002-6,0.96494"	"K784-3188,0.96372"	"pidorubicine,0.96118"	"doxorubicin,0.96089"	"F-1566-0341,0.95228"	"KUC111774N,0.95113"	"BRD-K06765193,0.95059"	"BRD-K66884694,0.94928"	"BRD-K26304855,0.94873"	"staurosporine,0.9484"	"mitomycin-c,0.94752"	"SA-25547,0.94461"	"7b-cis,0.94385"	"fludarabine,0.94243"
TADA3	"ivachtin,0.98271"	"FK-866,0.96538"	"flutamide,0.96434"	"naftidrofuryl,0.96128"	"phenoxazine,0.9517"	"rolipram,0.94751"	"rucaparib,0.94126"	"SB-218795,0.93887"	"BRD-K15107389,0.93156"	"fludroxycortide,0.93109"	"betamethasone,0.92767"	"LFM-A13,0.92726"	"rilmenidine,0.92641"	"SJ-172550,0.92479"	"nabumetone,0.92462"	"AICA-ribonucleotide,0.92444"	"pifithrin-alpha,0.92344"	"ERK-inhibitor-11E,0.92123"	"BRD-K76236182,0.92112"	"clocortolone,0.91874"
TAF12	"SU-11274,0.96052"	"CHEMBL-1222381,0.94752"	"ALW-II-49-7,0.92343"	"progesterone,0.92173"	"atorvastatin,0.91996"	"BRD-K90999434,0.91738"	"SJ-172550,0.91527"	"LFM-A13,0.90654"	"BRD-K19922318,0.90421"	"olaparib,0.90114"	"thiotepa,0.89809"	"BRD-K32862555,0.88985"	"STK-721917,0.88865"	"BRD-K61001510,0.88761"	"MW-SHH-98,0.88462"	"APHA-compound-8,0.88059"	"BRD-K42687792,0.87756"	"SB-525334,0.87704"	"PT-630,0.87524"	"afatinib,0.87518"
TAF13	"carbetocin,0.97421"	"BRD-A41114263,0.95977"	"BRD-K74623475,0.95479"	"BMS-641988,0.95256"	"cholic-acid,0.94689"	"nabumetone,0.94404"	"PD-98059,0.94279"	"BRD-K05452595,0.94097"	"AC-55649,0.9402"	"budesonide,0.93364"	"ST-014075,0.93031"	"isoxicam,0.92677"	"AS-605240,0.92637"	"CP-55940,0.92171"	"oleoylethanolamide,0.92136"	"BAS-09104376,0.92018"	"necrostatin-1,0.91822"	"BRD-K87426499,0.91497"	"fexaramine,0.91402"	"BRD-K69516039,0.9134"
TAF15	"dexamethasone,0.96883"	"AS-605240,0.94855"	"SJ-172550,0.94601"	"YK-4279,0.93656"	"EI-247,0.92908"	"PT-630,0.92491"	"valproic-acid,0.92374"	"BRD-K42687792,0.92186"	"RHO-kinase-inhibitor-III[rockout],0.91024"	"dexamethasone,0.90929"	"selumetinib,0.90468"	"RLM-2-12,0.8999"	"sirolimus,0.89876"	"PD-0325901,0.89691"	"sunitinib,0.89543"	"APO-866,0.89446"	"BRD-A09984573,0.89443"	"MK-1775,0.89254"	"BRD-K35920785,0.8909"	"PD-184352,0.89025"
